Season,RoundNumber,RaceName,Team,Driver,QualifyingPos,RaceFinishPos,RacePoints,TeamStd
2019,15,Singapore Grand Prix,Alfa Romeo Racing,GIO,11.0,10.0,1.0,Sauber/Alfa Romeo
2019,15,Singapore Grand Prix,Toro Rosso,GAS,12.0,8.0,4.0,RB/AlphaTauri/Toro Rosso
2019,15,Singapore Grand Prix,Alfa Romeo Racing,RAI,13.0,18.0,0.0,Sauber/Alfa Romeo
2019,15,Singapore Grand Prix,Haas F1 Team,MAG,14.0,17.0,0.0,Haas
2019,15,Singapore Grand Prix,Toro Rosso,KVY,15.0,15.0,0.0,RB/AlphaTauri/Toro Rosso
2019,15,Singapore Grand Prix,Racing Point,STR,16.0,13.0,0.0,Aston Martin/Racing Point/Force India
2019,15,Singapore Grand Prix,Haas F1 Team,GRO,17.0,11.0,0.0,Haas
2019,15,Singapore Grand Prix,Williams,RUS,18.0,20.0,0.0,Williams
2019,15,Singapore Grand Prix,Williams,KUB,19.0,16.0,0.0,Williams
2019,15,Singapore Grand Prix,Renault,RIC,20.0,14.0,0.0,Alpine/Renault
2019,16,Russian Grand Prix,Ferrari,LEC,1.0,3.0,15.0,Ferrari
2019,16,Russian Grand Prix,Mercedes,HAM,2.0,1.0,26.0,Mercedes
2019,16,Russian Grand Prix,Ferrari,VET,3.0,18.0,0.0,Ferrari
2019,16,Russian Grand Prix,Red Bull Racing,VER,4.0,4.0,12.0,Red Bull Racing
2019,16,Russian Grand Prix,Mercedes,BOT,5.0,2.0,18.0,Mercedes
2019,16,Russian Grand Prix,McLaren,SAI,6.0,6.0,8.0,McLaren
2019,16,Russian Grand Prix,Renault,HUL,7.0,10.0,1.0,Alpine/Renault
2019,16,Russian Grand Prix,McLaren,NOR,8.0,8.0,4.0,McLaren
2019,16,Russian Grand Prix,Haas F1 Team,GRO,9.0,20.0,0.0,Haas
2019,16,Russian Grand Prix,Renault,RIC,10.0,19.0,0.0,Alpine/Renault
2019,16,Russian Grand Prix,Toro Rosso,GAS,11.0,14.0,0.0,RB/AlphaTauri/Toro Rosso
2019,16,Russian Grand Prix,Racing Point,PER,12.0,7.0,6.0,Aston Martin/Racing Point/Force India
2019,16,Russian Grand Prix,Alfa Romeo Racing,GIO,13.0,15.0,0.0,Sauber/Alfa Romeo
2019,16,Russian Grand Prix,Haas F1 Team,MAG,14.0,9.0,2.0,Haas
2019,16,Russian Grand Prix,Racing Point,STR,15.0,11.0,0.0,Aston Martin/Racing Point/Force India
2019,16,Russian Grand Prix,Alfa Romeo Racing,RAI,16.0,13.0,0.0,Sauber/Alfa Romeo
2019,16,Russian Grand Prix,Williams,RUS,17.0,17.0,0.0,Williams
2019,16,Russian Grand Prix,Williams,KUB,18.0,16.0,0.0,Williams
2019,16,Russian Grand Prix,Red Bull Racing,ALB,19.0,5.0,10.0,Red Bull Racing
2019,16,Russian Grand Prix,Toro Rosso,KVY,20.0,12.0,0.0,RB/AlphaTauri/Toro Rosso
2019,17,Japanese Grand Prix,Ferrari,VET,1.0,2.0,18.0,Ferrari
2019,17,Japanese Grand Prix,Ferrari,LEC,2.0,6.0,8.0,Ferrari
2019,17,Japanese Grand Prix,Mercedes,BOT,3.0,1.0,25.0,Mercedes
2019,17,Japanese Grand Prix,Mercedes,HAM,4.0,3.0,16.0,Mercedes
2019,17,Japanese Grand Prix,Red Bull Racing,VER,5.0,18.0,0.0,Red Bull Racing
2019,17,Japanese Grand Prix,Red Bull Racing,ALB,6.0,4.0,12.0,Red Bull Racing
2019,17,Japanese Grand Prix,McLaren,SAI,7.0,5.0,10.0,McLaren
2019,17,Japanese Grand Prix,McLaren,NOR,8.0,11.0,0.0,McLaren
2019,17,Japanese Grand Prix,Toro Rosso,GAS,9.0,7.0,6.0,RB/AlphaTauri/Toro Rosso
2019,17,Japanese Grand Prix,Haas F1 Team,GRO,10.0,13.0,0.0,Haas
2019,17,Japanese Grand Prix,Alfa Romeo Racing,GIO,11.0,14.0,0.0,Sauber/Alfa Romeo
2019,17,Japanese Grand Prix,Racing Point,STR,12.0,9.0,2.0,Aston Martin/Racing Point/Force India
2019,17,Japanese Grand Prix,Alfa Romeo Racing,RAI,13.0,12.0,0.0,Sauber/Alfa Romeo
2019,17,Japanese Grand Prix,Toro Rosso,KVY,14.0,10.0,1.0,RB/AlphaTauri/Toro Rosso
2019,17,Japanese Grand Prix,Renault,HUL,15.0,20.0,0.0,Alpine/Renault
2019,17,Japanese Grand Prix,Renault,RIC,16.0,19.0,0.0,Alpine/Renault
2019,17,Japanese Grand Prix,Racing Point,PER,17.0,8.0,4.0,Aston Martin/Racing Point/Force India
2019,17,Japanese Grand Prix,Williams,RUS,18.0,16.0,0.0,Williams
2019,17,Japanese Grand Prix,Haas F1 Team,MAG,19.0,15.0,0.0,Haas
2019,17,Japanese Grand Prix,Williams,KUB,20.0,17.0,0.0,Williams
2019,18,Mexican Grand Prix,Red Bull Racing,VER,1.0,6.0,8.0,Red Bull Racing
2019,18,Mexican Grand Prix,Ferrari,LEC,2.0,4.0,13.0,Ferrari
2019,18,Mexican Grand Prix,Ferrari,VET,3.0,2.0,18.0,Ferrari
2019,18,Mexican Grand Prix,Mercedes,HAM,4.0,1.0,25.0,Mercedes
2019,18,Mexican Grand Prix,Red Bull Racing,ALB,5.0,5.0,10.0,Red Bull Racing
2019,18,Mexican Grand Prix,Mercedes,BOT,6.0,3.0,15.0,Mercedes
2019,18,Mexican Grand Prix,McLaren,SAI,7.0,13.0,0.0,McLaren
2019,18,Mexican Grand Prix,McLaren,NOR,8.0,20.0,0.0,McLaren
2019,18,Mexican Grand Prix,Toro Rosso,KVY,9.0,11.0,0.0,RB/AlphaTauri/Toro Rosso
2019,18,Mexican Grand Prix,Toro Rosso,GAS,10.0,9.0,2.0,RB/AlphaTauri/Toro Rosso
2019,18,Mexican Grand Prix,Racing Point,PER,11.0,7.0,6.0,Aston Martin/Racing Point/Force India
2019,18,Mexican Grand Prix,Renault,HUL,12.0,10.0,1.0,Alpine/Renault
2019,18,Mexican Grand Prix,Renault,RIC,13.0,8.0,4.0,Alpine/Renault
2019,18,Mexican Grand Prix,Alfa Romeo Racing,RAI,14.0,19.0,0.0,Sauber/Alfa Romeo
2019,18,Mexican Grand Prix,Alfa Romeo Racing,GIO,15.0,14.0,0.0,Sauber/Alfa Romeo
2019,18,Mexican Grand Prix,Racing Point,STR,16.0,12.0,0.0,Aston Martin/Racing Point/Force India
2019,18,Mexican Grand Prix,Haas F1 Team,MAG,17.0,15.0,0.0,Haas
2019,18,Mexican Grand Prix,Haas F1 Team,GRO,18.0,17.0,0.0,Haas
2019,18,Mexican Grand Prix,Williams,RUS,19.0,16.0,0.0,Williams
2019,18,Mexican Grand Prix,Williams,KUB,20.0,18.0,0.0,Williams
2019,19,United States Grand Prix,Mercedes,BOT,1.0,1.0,25.0,Mercedes
2019,19,United States Grand Prix,Ferrari,VET,2.0,20.0,0.0,Ferrari
2019,19,United States Grand Prix,Red Bull Racing,VER,3.0,3.0,15.0,Red Bull Racing
2019,19,United States Grand Prix,Ferrari,LEC,4.0,4.0,13.0,Ferrari
2019,19,United States Grand Prix,Mercedes,HAM,5.0,2.0,18.0,Mercedes
2019,19,United States Grand Prix,Red Bull Racing,ALB,6.0,5.0,10.0,Red Bull Racing
2019,19,United States Grand Prix,McLaren,SAI,7.0,8.0,4.0,McLaren
2019,19,United States Grand Prix,McLaren,NOR,8.0,7.0,6.0,McLaren
2019,19,United States Grand Prix,Renault,RIC,9.0,6.0,8.0,Alpine/Renault
2019,19,United States Grand Prix,Toro Rosso,GAS,10.0,16.0,0.0,RB/AlphaTauri/Toro Rosso
2019,19,United States Grand Prix,Renault,HUL,11.0,9.0,2.0,Alpine/Renault
2019,19,United States Grand Prix,Haas F1 Team,MAG,12.0,18.0,0.0,Haas
2019,19,United States Grand Prix,Toro Rosso,KVY,13.0,12.0,0.0,RB/AlphaTauri/Toro Rosso
2019,19,United States Grand Prix,Racing Point,STR,14.0,13.0,0.0,Aston Martin/Racing Point/Force India
2019,19,United States Grand Prix,Haas F1 Team,GRO,15.0,15.0,0.0,Haas
2019,19,United States Grand Prix,Alfa Romeo Racing,GIO,16.0,14.0,0.0,Sauber/Alfa Romeo
2019,19,United States Grand Prix,Alfa Romeo Racing,RAI,17.0,11.0,0.0,Sauber/Alfa Romeo
2019,19,United States Grand Prix,Williams,RUS,18.0,17.0,0.0,Williams
2019,19,United States Grand Prix,Racing Point,PER,19.0,10.0,1.0,Aston Martin/Racing Point/Force India
2019,19,United States Grand Prix,Williams,KUB,20.0,19.0,0.0,Williams
2019,20,Brazilian Grand Prix,Red Bull Racing,VER,1.0,1.0,25.0,Red Bull Racing
2019,20,Brazilian Grand Prix,Ferrari,VET,2.0,17.0,0.0,Ferrari
2019,20,Brazilian Grand Prix,Mercedes,HAM,3.0,7.0,6.0,Mercedes
2019,20,Brazilian Grand Prix,Ferrari,LEC,4.0,18.0,0.0,Ferrari
2019,20,Brazilian Grand Prix,Mercedes,BOT,5.0,20.0,0.0,Mercedes
2019,20,Brazilian Grand Prix,Red Bull Racing,ALB,6.0,14.0,0.0,Red Bull Racing
2019,20,Brazilian Grand Prix,Toro Rosso,GAS,7.0,2.0,18.0,RB/AlphaTauri/Toro Rosso
2019,20,Brazilian Grand Prix,Haas F1 Team,GRO,8.0,13.0,0.0,Haas
2019,20,Brazilian Grand Prix,Alfa Romeo Racing,RAI,9.0,4.0,12.0,Sauber/Alfa Romeo
2019,20,Brazilian Grand Prix,Haas F1 Team,MAG,10.0,11.0,0.0,Haas
2019,20,Brazilian Grand Prix,McLaren,NOR,11.0,8.0,4.0,McLaren
2019,20,Brazilian Grand Prix,Renault,RIC,12.0,6.0,8.0,Alpine/Renault
2019,20,Brazilian Grand Prix,Alfa Romeo Racing,GIO,13.0,5.0,10.0,Sauber/Alfa Romeo
2019,20,Brazilian Grand Prix,Renault,HUL,14.0,15.0,0.0,Alpine/Renault
2019,20,Brazilian Grand Prix,Racing Point,PER,15.0,9.0,2.0,Aston Martin/Racing Point/Force India
2019,20,Brazilian Grand Prix,Toro Rosso,KVY,16.0,10.0,1.0,RB/AlphaTauri/Toro Rosso
2019,20,Brazilian Grand Prix,Racing Point,STR,17.0,19.0,0.0,Aston Martin/Racing Point/Force India
2019,20,Brazilian Grand Prix,Williams,RUS,18.0,12.0,0.0,Williams
2019,20,Brazilian Grand Prix,Williams,KUB,19.0,16.0,0.0,Williams
2019,20,Brazilian Grand Prix,McLaren,SAI,20.0,3.0,15.0,McLaren
2019,21,Abu Dhabi Grand Prix,Mercedes,HAM,1.0,1.0,26.0,Mercedes
2019,21,Abu Dhabi Grand Prix,Mercedes,BOT,2.0,4.0,12.0,Mercedes
2019,21,Abu Dhabi Grand Prix,Red Bull Racing,VER,3.0,2.0,18.0,Red Bull Racing
2019,21,Abu Dhabi Grand Prix,Ferrari,LEC,4.0,3.0,15.0,Ferrari
2019,21,Abu Dhabi Grand Prix,Ferrari,VET,5.0,5.0,10.0,Ferrari
2019,21,Abu Dhabi Grand Prix,Red Bull Racing,ALB,6.0,6.0,8.0,Red Bull Racing
2019,21,Abu Dhabi Grand Prix,McLaren,NOR,7.0,8.0,4.0,McLaren
2019,21,Abu Dhabi Grand Prix,Renault,RIC,8.0,11.0,0.0,Alpine/Renault
2019,21,Abu Dhabi Grand Prix,McLaren,SAI,9.0,10.0,1.0,McLaren
2019,21,Abu Dhabi Grand Prix,Renault,HUL,10.0,12.0,0.0,Alpine/Renault
2019,21,Abu Dhabi Grand Prix,Racing Point,PER,11.0,7.0,6.0,Aston Martin/Racing Point/Force India
2019,21,Abu Dhabi Grand Prix,Toro Rosso,GAS,12.0,18.0,0.0,RB/AlphaTauri/Toro Rosso
2019,21,Abu Dhabi Grand Prix,Racing Point,STR,13.0,20.0,0.0,Aston Martin/Racing Point/Force India
2019,21,Abu Dhabi Grand Prix,Toro Rosso,KVY,14.0,9.0,2.0,RB/AlphaTauri/Toro Rosso
2019,21,Abu Dhabi Grand Prix,Haas F1 Team,MAG,15.0,14.0,0.0,Haas
2019,21,Abu Dhabi Grand Prix,Haas F1 Team,GRO,16.0,15.0,0.0,Haas
2019,21,Abu Dhabi Grand Prix,Alfa Romeo Racing,GIO,17.0,16.0,0.0,Sauber/Alfa Romeo
2019,21,Abu Dhabi Grand Prix,Alfa Romeo Racing,RAI,18.0,13.0,0.0,Sauber/Alfa Romeo
2019,21,Abu Dhabi Grand Prix,Williams,RUS,19.0,17.0,0.0,Williams
2019,21,Abu Dhabi Grand Prix,Williams,KUB,20.0,19.0,0.0,Williams
2020,1,Austrian Grand Prix,Mercedes,BOT,1.0,1.0,25.0,Mercedes
2020,1,Austrian Grand Prix,Mercedes,HAM,2.0,4.0,12.0,Mercedes
2020,1,Austrian Grand Prix,Red Bull Racing,VER,3.0,20.0,0.0,Red Bull Racing
2020,1,Austrian Grand Prix,McLaren,NOR,4.0,3.0,16.0,McLaren
2020,1,Austrian Grand Prix,Red Bull Racing,ALB,5.0,13.0,0.0,Red Bull Racing
2020,1,Austrian Grand Prix,Racing Point,PER,6.0,6.0,8.0,Aston Martin/Racing Point/Force India
2020,1,Austrian Grand Prix,Ferrari,LEC,7.0,2.0,18.0,Ferrari
2020,1,Austrian Grand Prix,McLaren,SAI,8.0,5.0,10.0,McLaren
2020,1,Austrian Grand Prix,Racing Point,STR,9.0,18.0,0.0,Aston Martin/Racing Point/Force India
2020,1,Austrian Grand Prix,Renault,RIC,10.0,19.0,0.0,Alpine/Renault
2020,1,Austrian Grand Prix,Ferrari,VET,11.0,10.0,1.0,Ferrari
2020,1,Austrian Grand Prix,AlphaTauri,GAS,12.0,7.0,6.0,RB/AlphaTauri/Toro Rosso
2020,1,Austrian Grand Prix,AlphaTauri,KVY,13.0,12.0,0.0,RB/AlphaTauri/Toro Rosso
2020,1,Austrian Grand Prix,Renault,OCO,14.0,8.0,4.0,Alpine/Renault
2020,1,Austrian Grand Prix,Haas F1 Team,GRO,15.0,16.0,0.0,Haas
2020,1,Austrian Grand Prix,Haas F1 Team,MAG,16.0,17.0,0.0,Haas
2020,1,Austrian Grand Prix,Williams,RUS,17.0,15.0,0.0,Williams
2020,1,Austrian Grand Prix,Alfa Romeo Racing,GIO,18.0,9.0,2.0,Sauber/Alfa Romeo
2020,1,Austrian Grand Prix,Alfa Romeo Racing,RAI,19.0,14.0,0.0,Sauber/Alfa Romeo
2020,1,Austrian Grand Prix,Williams,LAT,20.0,11.0,0.0,Williams
2020,2,Styrian Grand Prix,Mercedes,HAM,1.0,1.0,25.0,Mercedes
2020,2,Styrian Grand Prix,Red Bull Racing,VER,2.0,3.0,15.0,Red Bull Racing
2020,2,Styrian Grand Prix,McLaren,SAI,3.0,9.0,3.0,McLaren
2020,2,Styrian Grand Prix,Mercedes,BOT,4.0,2.0,18.0,Mercedes
2020,2,Styrian Grand Prix,Renault,OCO,5.0,18.0,0.0,Alpine/Renault
2020,2,Styrian Grand Prix,McLaren,NOR,6.0,5.0,10.0,McLaren
2020,2,Styrian Grand Prix,Red Bull Racing,ALB,7.0,4.0,12.0,Red Bull Racing
2020,2,Styrian Grand Prix,AlphaTauri,GAS,8.0,15.0,0.0,RB/AlphaTauri/Toro Rosso
2020,2,Styrian Grand Prix,Renault,RIC,9.0,8.0,4.0,Alpine/Renault
2020,2,Styrian Grand Prix,Ferrari,VET,10.0,20.0,0.0,Ferrari
2020,2,Styrian Grand Prix,Ferrari,LEC,11.0,19.0,0.0,Ferrari
2020,2,Styrian Grand Prix,Williams,RUS,12.0,16.0,0.0,Williams
2020,2,Styrian Grand Prix,Racing Point,STR,13.0,7.0,6.0,Aston Martin/Racing Point/Force India
2020,2,Styrian Grand Prix,AlphaTauri,KVY,14.0,10.0,1.0,RB/AlphaTauri/Toro Rosso
2020,2,Styrian Grand Prix,Haas F1 Team,MAG,15.0,12.0,0.0,Haas
2020,2,Styrian Grand Prix,Alfa Romeo Racing,RAI,16.0,11.0,0.0,Sauber/Alfa Romeo
2020,2,Styrian Grand Prix,Racing Point,PER,17.0,6.0,8.0,Aston Martin/Racing Point/Force India
2020,2,Styrian Grand Prix,Williams,LAT,18.0,17.0,0.0,Williams
2020,2,Styrian Grand Prix,Alfa Romeo Racing,GIO,19.0,14.0,0.0,Sauber/Alfa Romeo
2020,2,Styrian Grand Prix,Haas F1 Team,GRO,20.0,13.0,0.0,Haas
2020,3,Hungarian Grand Prix,Mercedes,HAM,1.0,1.0,26.0,Mercedes
2020,3,Hungarian Grand Prix,Mercedes,BOT,2.0,3.0,15.0,Mercedes
2020,3,Hungarian Grand Prix,Racing Point,STR,3.0,4.0,12.0,Aston Martin/Racing Point/Force India
2020,3,Hungarian Grand Prix,Racing Point,PER,4.0,7.0,6.0,Aston Martin/Racing Point/Force India
2020,3,Hungarian Grand Prix,Ferrari,VET,5.0,6.0,8.0,Ferrari
2020,3,Hungarian Grand Prix,Ferrari,LEC,6.0,11.0,0.0,Ferrari
2020,3,Hungarian Grand Prix,Red Bull Racing,VER,7.0,2.0,18.0,Red Bull Racing
2020,3,Hungarian Grand Prix,McLaren,NOR,8.0,13.0,0.0,McLaren
2020,3,Hungarian Grand Prix,McLaren,SAI,9.0,9.0,2.0,McLaren
2020,3,Hungarian Grand Prix,AlphaTauri,GAS,10.0,20.0,0.0,RB/AlphaTauri/Toro Rosso
2020,3,Hungarian Grand Prix,Renault,RIC,11.0,8.0,4.0,Alpine/Renault
2020,3,Hungarian Grand Prix,Williams,RUS,12.0,18.0,0.0,Williams
2020,3,Hungarian Grand Prix,Red Bull Racing,ALB,13.0,5.0,10.0,Red Bull Racing
2020,3,Hungarian Grand Prix,Renault,OCO,14.0,14.0,0.0,Alpine/Renault
2020,3,Hungarian Grand Prix,Williams,LAT,15.0,19.0,0.0,Williams
2020,3,Hungarian Grand Prix,Haas F1 Team,MAG,16.0,10.0,1.0,Haas
2020,3,Hungarian Grand Prix,AlphaTauri,KVY,17.0,12.0,0.0,RB/AlphaTauri/Toro Rosso
2020,3,Hungarian Grand Prix,Haas F1 Team,GRO,18.0,16.0,0.0,Haas
2020,3,Hungarian Grand Prix,Alfa Romeo Racing,GIO,19.0,17.0,0.0,Sauber/Alfa Romeo
2020,3,Hungarian Grand Prix,Alfa Romeo Racing,RAI,20.0,15.0,0.0,Sauber/Alfa Romeo
2020,4,British Grand Prix,Mercedes,HAM,1.0,1.0,25.0,Mercedes
2020,4,British Grand Prix,Mercedes,BOT,2.0,11.0,0.0,Mercedes
2020,4,British Grand Prix,Red Bull Racing,VER,3.0,2.0,19.0,Red Bull Racing
2020,4,British Grand Prix,Ferrari,LEC,4.0,3.0,15.0,Ferrari
2020,4,British Grand Prix,McLaren,NOR,5.0,5.0,10.0,McLaren
2020,4,British Grand Prix,Racing Point,STR,6.0,9.0,2.0,Aston Martin/Racing Point/Force India
2020,4,British Grand Prix,McLaren,SAI,7.0,13.0,0.0,McLaren
2020,4,British Grand Prix,Renault,RIC,8.0,4.0,12.0,Alpine/Renault
2020,4,British Grand Prix,Renault,OCO,9.0,6.0,8.0,Alpine/Renault
2020,4,British Grand Prix,Ferrari,VET,10.0,10.0,1.0,Ferrari
2020,4,British Grand Prix,AlphaTauri,GAS,11.0,7.0,6.0,RB/AlphaTauri/Toro Rosso
2020,4,British Grand Prix,Red Bull Racing,ALB,12.0,8.0,4.0,Red Bull Racing
2020,4,British Grand Prix,Racing Point,HUL,13.0,20.0,0.0,Aston Martin/Racing Point/Force India
2020,4,British Grand Prix,AlphaTauri,KVY,14.0,18.0,0.0,RB/AlphaTauri/Toro Rosso
2020,4,British Grand Prix,Williams,RUS,15.0,12.0,0.0,Williams
2020,4,British Grand Prix,Haas F1 Team,MAG,16.0,19.0,0.0,Haas
2020,4,British Grand Prix,Alfa Romeo Racing,GIO,17.0,14.0,0.0,Sauber/Alfa Romeo
2020,4,British Grand Prix,Alfa Romeo Racing,RAI,18.0,17.0,0.0,Sauber/Alfa Romeo
2020,4,British Grand Prix,Haas F1 Team,GRO,19.0,16.0,0.0,Haas
2020,4,British Grand Prix,Williams,LAT,20.0,15.0,0.0,Williams
2020,5,70th Anniversary Grand Prix,Mercedes,BOT,1.0,3.0,15.0,Mercedes
2020,5,70th Anniversary Grand Prix,Mercedes,HAM,2.0,2.0,19.0,Mercedes
2020,5,70th Anniversary Grand Prix,Racing Point,HUL,3.0,7.0,6.0,Aston Martin/Racing Point/Force India
2020,5,70th Anniversary Grand Prix,Red Bull Racing,VER,4.0,1.0,25.0,Red Bull Racing
2020,5,70th Anniversary Grand Prix,Renault,RIC,5.0,14.0,0.0,Alpine/Renault
2020,5,70th Anniversary Grand Prix,Racing Point,STR,6.0,6.0,8.0,Aston Martin/Racing Point/Force India
2020,5,70th Anniversary Grand Prix,AlphaTauri,GAS,7.0,11.0,0.0,RB/AlphaTauri/Toro Rosso
2020,5,70th Anniversary Grand Prix,Ferrari,LEC,8.0,4.0,12.0,Ferrari
2020,5,70th Anniversary Grand Prix,Red Bull Racing,ALB,9.0,5.0,10.0,Red Bull Racing
2020,5,70th Anniversary Grand Prix,McLaren,NOR,10.0,9.0,2.0,McLaren
2020,5,70th Anniversary Grand Prix,Renault,OCO,11.0,8.0,4.0,Alpine/Renault
2020,5,70th Anniversary Grand Prix,Ferrari,VET,12.0,12.0,0.0,Ferrari
2020,5,70th Anniversary Grand Prix,McLaren,SAI,13.0,13.0,0.0,McLaren
2020,5,70th Anniversary Grand Prix,Haas F1 Team,GRO,14.0,16.0,0.0,Haas
2020,5,70th Anniversary Grand Prix,Williams,RUS,15.0,18.0,0.0,Williams
2020,5,70th Anniversary Grand Prix,AlphaTauri,KVY,16.0,10.0,1.0,RB/AlphaTauri/Toro Rosso
2020,5,70th Anniversary Grand Prix,Haas F1 Team,MAG,17.0,20.0,0.0,Haas
2020,5,70th Anniversary Grand Prix,Williams,LAT,18.0,19.0,0.0,Williams
2020,5,70th Anniversary Grand Prix,Alfa Romeo Racing,GIO,19.0,17.0,0.0,Sauber/Alfa Romeo
2020,5,70th Anniversary Grand Prix,Alfa Romeo Racing,RAI,20.0,15.0,0.0,Sauber/Alfa Romeo
2020,6,Spanish Grand Prix,Mercedes,HAM,1.0,1.0,25.0,Mercedes
2020,6,Spanish Grand Prix,Mercedes,BOT,2.0,3.0,16.0,Mercedes
2020,6,Spanish Grand Prix,Red Bull Racing,VER,3.0,2.0,18.0,Red Bull Racing
2020,6,Spanish Grand Prix,Racing Point,PER,4.0,5.0,10.0,Aston Martin/Racing Point/Force India
2020,6,Spanish Grand Prix,Racing Point,STR,5.0,4.0,12.0,Aston Martin/Racing Point/Force India
2020,6,Spanish Grand Prix,Red Bull Racing,ALB,6.0,8.0,4.0,Red Bull Racing
2020,6,Spanish Grand Prix,McLaren,SAI,7.0,6.0,8.0,McLaren
2020,6,Spanish Grand Prix,McLaren,NOR,8.0,10.0,1.0,McLaren
2020,6,Spanish Grand Prix,Ferrari,LEC,9.0,20.0,0.0,Ferrari
2020,6,Spanish Grand Prix,AlphaTauri,GAS,10.0,9.0,2.0,RB/AlphaTauri/Toro Rosso
2020,6,Spanish Grand Prix,Ferrari,VET,11.0,7.0,6.0,Ferrari
2020,6,Spanish Grand Prix,AlphaTauri,KVY,12.0,12.0,0.0,RB/AlphaTauri/Toro Rosso
2020,6,Spanish Grand Prix,Renault,RIC,13.0,11.0,0.0,Alpine/Renault
2020,6,Spanish Grand Prix,Alfa Romeo Racing,RAI,14.0,14.0,0.0,Sauber/Alfa Romeo
2020,6,Spanish Grand Prix,Renault,OCO,15.0,13.0,0.0,Alpine/Renault
2020,6,Spanish Grand Prix,Haas F1 Team,MAG,16.0,15.0,0.0,Haas
2020,6,Spanish Grand Prix,Haas F1 Team,GRO,17.0,19.0,0.0,Haas
2020,6,Spanish Grand Prix,Williams,RUS,18.0,17.0,0.0,Williams
2020,6,Spanish Grand Prix,Williams,LAT,19.0,18.0,0.0,Williams
2020,6,Spanish Grand Prix,Alfa Romeo Racing,GIO,20.0,16.0,0.0,Sauber/Alfa Romeo
2020,7,Belgian Grand Prix,Mercedes,HAM,1.0,1.0,25.0,Mercedes
2020,7,Belgian Grand Prix,Mercedes,BOT,2.0,2.0,18.0,Mercedes
2020,7,Belgian Grand Prix,Red Bull Racing,VER,3.0,3.0,15.0,Red Bull Racing
2020,7,Belgian Grand Prix,Renault,RIC,4.0,4.0,13.0,Alpine/Renault
2020,7,Belgian Grand Prix,Red Bull Racing,ALB,5.0,6.0,8.0,Red Bull Racing
2020,7,Belgian Grand Prix,Renault,OCO,6.0,5.0,10.0,Alpine/Renault
2020,7,Belgian Grand Prix,McLaren,SAI,7.0,20.0,0.0,McLaren
2020,7,Belgian Grand Prix,Racing Point,PER,8.0,10.0,1.0,Aston Martin/Racing Point/Force India
2020,7,Belgian Grand Prix,Racing Point,STR,9.0,9.0,2.0,Aston Martin/Racing Point/Force India
2020,7,Belgian Grand Prix,McLaren,NOR,10.0,7.0,6.0,McLaren
2020,7,Belgian Grand Prix,AlphaTauri,KVY,11.0,11.0,0.0,RB/AlphaTauri/Toro Rosso
2020,7,Belgian Grand Prix,AlphaTauri,GAS,12.0,8.0,4.0,RB/AlphaTauri/Toro Rosso
2020,7,Belgian Grand Prix,Ferrari,LEC,13.0,14.0,0.0,Ferrari
2020,7,Belgian Grand Prix,Ferrari,VET,14.0,13.0,0.0,Ferrari
2020,7,Belgian Grand Prix,Williams,RUS,15.0,19.0,0.0,Williams
2020,7,Belgian Grand Prix,Alfa Romeo Racing,RAI,16.0,12.0,0.0,Sauber/Alfa Romeo
2020,7,Belgian Grand Prix,Haas F1 Team,GRO,17.0,15.0,0.0,Haas
2020,7,Belgian Grand Prix,Alfa Romeo Racing,GIO,18.0,18.0,0.0,Sauber/Alfa Romeo
2020,7,Belgian Grand Prix,Williams,LAT,19.0,16.0,0.0,Williams
2020,7,Belgian Grand Prix,Haas F1 Team,MAG,20.0,17.0,0.0,Haas
2020,8,Italian Grand Prix,Mercedes,HAM,1.0,7.0,7.0,Mercedes
2020,8,Italian Grand Prix,Mercedes,BOT,2.0,5.0,10.0,Mercedes
2020,8,Italian Grand Prix,McLaren,SAI,3.0,2.0,18.0,McLaren
2020,8,Italian Grand Prix,Racing Point,PER,4.0,10.0,1.0,Aston Martin/Racing Point/Force India
2020,8,Italian Grand Prix,Red Bull Racing,VER,5.0,17.0,0.0,Red Bull Racing
2020,8,Italian Grand Prix,McLaren,NOR,6.0,4.0,12.0,McLaren
2020,8,Italian Grand Prix,Renault,RIC,7.0,6.0,8.0,Alpine/Renault
2020,8,Italian Grand Prix,Racing Point,STR,8.0,3.0,15.0,Aston Martin/Racing Point/Force India
2020,8,Italian Grand Prix,Red Bull Racing,ALB,9.0,15.0,0.0,Red Bull Racing
2020,8,Italian Grand Prix,AlphaTauri,GAS,10.0,1.0,25.0,RB/AlphaTauri/Toro Rosso
2020,8,Italian Grand Prix,AlphaTauri,KVY,11.0,9.0,2.0,RB/AlphaTauri/Toro Rosso
2020,8,Italian Grand Prix,Renault,OCO,12.0,8.0,4.0,Alpine/Renault
2020,8,Italian Grand Prix,Ferrari,LEC,13.0,18.0,0.0,Ferrari
2020,8,Italian Grand Prix,Alfa Romeo Racing,RAI,14.0,13.0,0.0,Sauber/Alfa Romeo
2020,8,Italian Grand Prix,Haas F1 Team,MAG,15.0,19.0,0.0,Haas
2020,8,Italian Grand Prix,Haas F1 Team,GRO,16.0,12.0,0.0,Haas
2020,8,Italian Grand Prix,Ferrari,VET,17.0,20.0,0.0,Ferrari
2020,8,Italian Grand Prix,Alfa Romeo Racing,GIO,18.0,16.0,0.0,Sauber/Alfa Romeo
2020,8,Italian Grand Prix,Williams,RUS,19.0,14.0,0.0,Williams
