Season,Apparel & Sportswear,Automotive,Business Services,Consumer Goods & Retail,Crypto & Web3,Cybersecurity,Energy,Financial Services,Food & Beverage,Industrial & Aerospace,Luxury & Fashion,Luxury Watches,Media & Entertainment,Other,Technology,Telecom,"Travel, Hospitality & Logistics"
2018,7.547169811320755,20.754716981132077,1.8867924528301887,1.8867924528301887,0.0,2.358490566037736,3.7735849056603774,3.30188679245283,6.132075471698113,15.566037735849056,0.9433962264150944,3.7735849056603774,1.8867924528301887,0.4716981132075472,20.754716981132077,4.716981132075472,4.245283018867925
2019,6.349206349206349,17.989417989417987,1.5873015873015872,1.5873015873015872,0.0,3.1746031746031744,4.761904761904762,4.761904761904762,4.232804232804233,12.16931216931217,2.1164021164021163,3.7037037037037033,1.0582010582010581,5.291005291005291,21.693121693121693,4.761904761904762,4.761904761904762
2020,9.266409266409266,17.760617760617762,2.3166023166023164,2.3166023166023164,0.0,3.088803088803089,3.088803088803089,5.019305019305019,4.247104247104247,11.583011583011583,2.7027027027027026,2.7027027027027026,1.9305019305019304,3.088803088803089,23.166023166023166,3.088803088803089,4.633204633204633
2021,9.243697478991598,16.386554621848738,2.100840336134454,2.5210084033613445,0.8403361344537815,2.941176470588235,3.361344537815126,4.201680672268908,3.7815126050420167,11.76470588235294,3.7815126050420167,2.941176470588235,3.361344537815126,2.5210084033613445,24.789915966386555,2.5210084033613445,2.941176470588235
2022,8.333333333333332,12.121212121212121,1.893939393939394,4.166666666666666,4.166666666666666,3.4090909090909087,3.787878787878788,4.924242424242424,3.787878787878788,9.469696969696969,5.303030303030303,3.0303030303030303,3.4090909090909087,2.6515151515151514,25.0,1.893939393939394,2.6515151515151514
2023,10.491803278688524,11.80327868852459,1.639344262295082,3.278688524590164,2.9508196721311477,2.2950819672131146,3.934426229508197,7.213114754098362,4.590163934426229,8.524590163934425,5.573770491803279,2.622950819672131,1.639344262295082,3.606557377049181,24.262295081967213,1.3114754098360655,4.2622950819672125
2024,10.927152317880795,12.582781456953644,1.9867549668874174,1.3245033112582782,2.6490066225165565,1.6556291390728477,3.9735099337748347,7.28476821192053,5.629139072847682,8.940397350993377,5.960264900662252,2.6490066225165565,2.980132450331126,2.3178807947019866,24.17218543046358,0.9933774834437087,3.9735099337748347
2025,7.961783439490445,11.78343949044586,2.229299363057325,2.229299363057325,2.547770700636943,2.229299363057325,2.8662420382165608,9.235668789808917,5.095541401273886,9.235668789808917,4.777070063694268,2.229299363057325,2.229299363057325,4.45859872611465,24.522292993630572,0.6369426751592357,5.7324840764331215
